title,gross,valence,arousal,dominance
Highlander ,5900000,0.675000012,0.456,0.603500009
The Theory of Everything ,35887263,0.583000004,0.31400001,0.528999984
X-Men: Days of Future Past ,233914986,0.649250001,0.472749993,0.4965
Hansel & Gretel: Witch Hunters ,55682070,0.291999996,0.763499975,0.644999981
I Hope They Serve Beer in Hell ,1425993,0.672714287,0.516428569,0.567285717
The Grudge 2 ,39143839,0.121000002,0.631000002,0.392999997
The Amazing Spider-Man ,262030663,0.669200006,0.693699998,0.661900002
The Life Aquatic with Steve Zissou ,24006726,0.797499985,0.5625,0.6435
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",66950483,0.395833331,0.57083333,0.500666661
Smoke Signals ,6719300,0.326333334,0.491333326,0.412999998
Paul Blart: Mall Cop 2 ,71038190,0.525499985,0.716499984,0.664000019
Dinner for Schmucks ,72980108,0.59300001,0.401999995,0.377000004
16 Blocks ,36883539,0.286000013,0.349999994,0.40200001
Man of Steel ,291021565,0.614500016,0.516999997,0.702750005
I Dreamed of Africa ,6543194,0.854333321,0.29733333,0.397999992
Minority Report ,132014112,0.418400007,0.400600001,0.426399985
Larry the Cable Guy: Health Inspector ,15655665,0.689800006,0.386799997,0.630399996
Machete Kills ,7268659,0.130666663,0.863333325,0.635333329
Peaceful Warrior ,1055654,0.791250005,0.329249995,0.684
My Dog Tulip ,246574,0.563000003,0.479666665,0.452333331
Oblivion ,89021735,0.152999997,0.330000013,0.282000005
Swingers ,4505922,0.458999991,0.777999997,0.481999993
X-Men: The Last Stand ,234360014,0.669333339,0.39200001,0.559666673
The Fifth Element ,63540020,0.555999994,0.292333335,0.551333348
Transformers ,318759914,0.704333345,0.622333328,0.72966665
What Women Want ,182805123,0.715499997,0.537500009,0.595499992
Everything Must Go ,2711210,0.458999991,0.411500007,0.44250001
The Island ,35799026,0.745000005,0.347000003,0.432000011
National Treasure ,173005002,0.752999995,0.499714289,0.771999998
The Purge: Election Year ,78845130,0.545142855,0.418285715,0.516571437
Surrogates ,38542418,0.405999988,0.589999974,0.472000003
We Were Soldiers ,78120196,0.39199999,0.708000004,0.768000007
Jack Reacher ,80033643,0.488499999,0.424999997,0.473000005
The Tempest ,263365,0.245000005,0.842999995,0.652999997
Perfume: The Story of a Murderer ,2208939,0.382833332,0.698499988,0.603833328
The Perez Family ,2832826,0.967999995,0.382999986,0.643000007
Bringing Out the Dead ,16640210,0.276666666,0.587666661,0.403333346
Nick and Norah's Infinite Playlist ,31487293,0.65533334,0.538000007,0.650333335
House of D ,371081,0.681500018,0.219499998,0.562000006
The Jackal ,54910560,0.333000004,0.582000017,0.43599999
Mad City ,10556196,0.390000001,0.736000021,0.408333341
28 Days ,37035515,0.718999982,0.268999994,0.388999999
Water & Power ,79043,0.77299999,0.527399994,0.737
Super Mario Bros. ,20915465,0.843999982,0.662999988,0.779999971
Step Brothers ,100468793,0.682500005,0.334250003,0.465500005
Dirty Pretty Things ,8111360,0.498999998,0.361999996,0.339749996
Alive ,36733909,0.815999985,0.637000024,0.731000006
The Adventures of Sharkboy and Lavagirl 3-D ,39177541,0.869749993,0.839499995,0.762249991
Blade II ,81645152,0.377999991,0.601999998,0.593999982
Suicide Squad ,161087183,0.200999995,0.817000012,0.538999995
What's the Worst That Could Happen? ,32095318,0.661500007,0.5995,0.553000003
Raise Your Voice ,10411980,0.717500001,0.468249999,0.644749999
The Oogieloves in the Big Balloon Adventure ,1064277,0.834999988,0.698499997,0.69599999
You Will Meet a Tall Dark Stranger ,3247816,0.440571432,0.523857142,0.474285705
The Mist ,25592632,0.375,0.194000006,0.221000001
The Skeleton Key ,47806295,0.42233334,0.412,0.461000005
Two Can Play That Game ,22235901,0.771000004,0.614800003,0.441800004
The Descent ,26005908,0.300000012,0.40200001,0.158000007
Kids ,7417210,0.739666661,0.526000003,0.390666664
Highlander: The Final Dimension ,13829734,0.51366667,0.421444444,0.56533333
Premonition ,47852604,0.36500001,0.764999986,0.54400003
A Nightmare on Elm Street 5: The Dream Child ,22168359,0.583249992,0.471624997,0.401249997
The Naked Gun 2½: The Smell of Fear ,86930411,0.2132,0.681499988,0.359300002
Whipped ,4142507,0.203000002,0.851500005,0.435000002
The Fifth Estate ,3254172,0.652999997,0.38499999,0.647000015
Pretty Woman ,178406268,0.732499994,0.607749999,0.520749994
Ray ,75305995,0.550000012,0.670000017,0.537999988
North Country ,18324242,0.614500016,0.324499995,0.571500003
Unfriended ,31537320,0.172999993,0.670000017,0.458000004
Eden Lake ,5824,0.694000006,0.195999995,0.425000012
Bless the Child ,29374178,0.921800017,0.326600003,0.624000001
Eyes Wide Shut ,55637680,0.600333331,0.360166669,0.50683334
Into the Wild ,18352454,0.312000006,0.921999991,0.75
The Hurricane ,50668906,0.231500007,0.928000003,0.78549999
The Cookout ,11540112,0.680000007,0.405999988,0.481999993
Black Hawk Down ,108638745,0.422500007,0.464499988,0.479499988
The Lazarus Effect ,25799043,0.63099999,0.595500007,0.672499985
Conan the Barbarian ,37567440,0.323000014,0.896000028,0.713
Blue Valentine ,9701559,0.667666684,0.324000001,0.362666667
The Work and the Glory ,3347439,0.777400005,0.581999999,0.708999991
Boyz n the Hood ,57504069,0.331499994,0.601999998,0.372500002
The Incredible Burt Wonderstone ,22525921,0.856999993,0.796000004,0.90200001
The Savages ,6610326,0.203999996,0.930999994,0.605000019
Sleepover ,8070311,0.814999998,0.518999994,0.340000004
The Godfather ,134821952,0.694000006,0.449999988,0.509000003
Safe Men ,21210,0.898000002,0.305999994,0.759000003
Undercover Brother ,38230435,0.692000012,0.431333323,0.541666677
The Claim ,403932,0.254999995,0.75999999,0.47299999
Hotel Transylvania ,148313048,0.74000001,0.370000005,0.407000005
Monster House ,73661010,0.498666679,0.457999999,0.573333343
Son of the Mask ,17010646,0.546749994,0.469000012,0.456
Baggage Claim ,21564616,0.432500005,0.561499998,0.449999988
What Lies Beneath ,155370362,0.230666667,0.534000004,0.274000004
Speed ,121248145,0.578499988,0.878499985,0.651499987
The Imitation Game ,91121452,0.567800009,0.593000001,0.420999998
Sea of Love ,58571513,0.929,0.497333328,0.63866666
Bridget Jones: The Edge of Reason ,40203020,0.663142856,0.418428579,0.605857142
Serenity ,25335935,0.850999981,0.127,0.463499993
How to Train Your Dragon ,217387997,0.673000008,0.709999993,0.691249996
Two Weeks Notice ,93307796,0.637599993,0.337799993,0.475200003
Pink Flamingos ,180483,0.736499995,0.359999999,0.47649999
Dirty Work ,9975684,0.618400002,0.526999998,0.579599997
The Twilight Saga: Eclipse ,300523113,0.599333326,0.416666667,0.616333346
Stuck on You ,33828318,0.152999997,0.643999994,0.284999996
Flyboys ,13082288,0.541000009,0.647000015,0.573000014
Brigham City ,798341,0.847000003,0.531000018,0.508000016
Twister ,241688385,0.330000013,0.680000007,0.647000015
The Covenant ,23292105,0.525999993,0.520000011,0.629000008
The Clan of the Cave Bear ,1953732,0.472666661,0.457000002,0.498666664
Diamonds Are Forever ,43800000,0.918500006,0.645000011,0.842999995
Godsend ,14334645,0.86500001,0.561999977,0.612999976
American History X ,6712241,0.728999972,0.381999999,0.754000008
Starship Troopers ,54700065,0.599000007,0.706499994,0.708499998
The Sweet Hereafter ,4306697,0.828000009,0.438000003,0.410333335
The Upside of Anger ,18761993,0.088499998,0.862500012,0.601999998
Harry Potter and the Chamber of Secrets ,261970615,0.488111105,0.44711111,0.476444443
Ghost Ship ,30079316,0.448249996,0.586499996,0.41375
We Own the Night ,28563179,0.635499984,0.402999997,0.43900001
Youth in Revolt ,15281286,0.55250001,0.663999997,0.594999999
New Nightmare ,18090181,0.436000002,0.691,0.513500005
Monte Carlo ,23179303,0.588999987,0.330000013,0.391000003
The King's Speech ,138795342,0.666500002,0.579999998,0.790000021
Dancer in the Dark ,4157491,0.314750001,0.578999996,0.458000004
You Kill Me ,2426851,0.066,0.949999988,0.715999991
The Texas Chain Saw Massacre ,30859000,0.241666668,0.642666678,0.568333328
The Black Dahlia ,22518325,0.292999998,0.409499988,0.397999987
Jingle All the Way ,60573641,0.601000001,0.445000003,0.422999998
Bee Movie ,126597121,0.649499983,0.532499999,0.415999994
Shanghai Calling ,10443,0.599749997,0.524499983,0.52525001
Predator ,59735548,0.143000007,0.75999999,0.77700001
Step Up 2: The Streets ,58006147,0.545333326,0.331333339,0.372666667
Skyline ,21371425,0.592000008,0.412,0.662
"Hail, Caesar! ",29997095,0.458999991,0.626999974,0.411000013
Brooklyn Rules ,398420,0.371999986,0.496499985,0.501499996
Serving Sara ,16930185,0.621999979,0.400000006,0.384000003
Kevin Hart: Let Me Explain ,32230907,0.596333325,0.426333338,0.49666667
Little Women ,50003300,0.38499999,0.159999996,0.213
The Last Time I Committed Suicide ,12836,0.512400001,0.532099998,0.581800008
A Dangerous Method ,5702083,0.303999995,0.685799998,0.6676
Double Jeopardy ,116735231,0.422999989,0.568499997,0.532250002
The Bridge of San Luis Rey ,42880,0.541999996,0.309,0.3825
"The Book of Mormon Movie, Volume 1: The Journey ",1098224,0.721124992,0.432250005,0.531624999
The Expendables ,102981571,0.479000002,0.49000001,0.423000008
Standing Ovation ,531806,0.576999992,0.421250008,0.513000004
The Man ,8326035,0.645666679,0.549333334,0.699000011
Open Range ,58328680,0.6335,0.489500001,0.566833332
The X Files: I Want to Believe ,20981633,0.659600005,0.440799999,0.599599996
Deck the Halls ,35092918,0.464999989,0.336500004,0.408999994
A Good Day to Die Hard ,67344392,0.502599995,0.519199991,0.536899993
Home Fries ,10443316,0.629799992,0.395800006,0.426200002
Sweet Home Alabama ,127214072,0.772333334,0.366833339,0.450333337
By the Sea ,531009,0.833000004,0.352999985,0.588999987
Ulee's Gold ,9054736,0.93900001,0.68599999,0.691999972
Digimon: The Movie ,9628751,0.757999986,0.493000001,0.471499994
If I Stay ,50461335,0.577999999,0.302666674,0.491666665
Medicine Man ,45500797,0.662400007,0.476599997,0.678000015
The Crow ,50693162,0.224000007,0.43900001,0.363000005
Ride Along 2 ,90835030,0.75,0.559499994,0.546000004
The Visit ,65069140,0.742999991,0.409666657,0.499333322
Message in a Bottle ,52799004,0.494666666,0.320000003,0.373666664
The Forbidden Kingdom ,25040293,0.713999987,0.546999991,0.910000026
The Ghastly Love of Johnny X ,2436,0.810999999,0.570166667,0.619166662
Oliver! ,16800000,0.57099998,0.231000006,0.405999988
Mr. Bean's Holiday ,32553210,0.85133334,0.407000005,0.456333339
Birthday Girl ,4919896,0.854499996,0.708000004,0.508999988
Wrong Turn ,15417771,0.3115,0.572000007,0.418999997
A Hard Day's Night ,515005,0.541799986,0.472599995,0.525600004
The Men Who Stare at Goats ,32416109,0.510333339,0.346666664,0.441666663
The Secret of Kells ,686383,0.43499999,0.476599997,0.514599997
Never Say Never Again ,55500000,0.57099998,0.310000002,0.481999993
White Oleander ,16346122,0.708499998,0.203999996,0.46949999
Set It Off ,36049108,0.521000028,0.481999993,0.629999995
The Silence of the Lambs ,130727000,0.500333339,0.280000006,0.342000003
The Puffy Chair ,192467,0.44749999,0.311000012,0.331499994
Monsters vs. Aliens ,198332128,0.315599996,0.600599998,0.526200008
Pieces of April ,2360184,0.646000028,0.245000005,0.367000014
Spider-Man 3 ,336530303,0.485200006,0.582599998,0.579000008
Little Children ,5459824,0.620999992,0.348999992,0.324000001
Jason Lives: Friday the 13th Part VI ,19472057,0.626624998,0.507374994,0.485874999
The Business of Fancydancing ,174682,0.545000017,0.534500003,0.614500001
Saving Face ,1186323,0.676799989,0.335799998,0.582799995
The Pledge ,19719930,0.718999982,0.560000002,0.710999995
Boys and Girls ,20627372,0.693000019,0.482000008,0.443999991
Sex and the City 2 ,95328937,0.824999988,0.735000014,0.606000006
Simply Irresistible ,4394936,0.67900002,0.490500003,0.615999997
Enemy at the Gates ,51396781,0.322499998,0.514500014,0.50850001
From Russia with Love ,24800000,0.948199999,0.526199996,0.648599994
The Animal ,55762229,0.764750019,0.672749996,0.558750004
Shattered Glass ,2207975,0.272200008,0.600199994,0.379999995
Scary Movie 2 ,71277420,0.525999991,0.646000008,0.490333329
The Sisterhood of the Traveling Pants 2 ,44087387,0.770999998,0.534666662,0.542500004
Sweet Sweetback's Baadasssss Song ,15180000,0.8345,0.43175,0.432750002
Straight Out of Brooklyn ,2712293,0.666999996,0.298000008,0.66900003
District 9 ,115646235,0.437999994,0.326999992,0.660000026
Once Upon a Time in America ,5300000,0.620000005,0.316249996,0.55400002
Chuck & Buck ,1050600,0.609499991,0.543000013,0.566500008
300: Rise of an Empire ,106369117,0.651250005,0.608750001,0.739749998
Layer Cake ,2338695,0.626999994,0.296333333,0.362999996
The Quick and the Dead ,18636537,0.491399994,0.708599997,0.574800003
The Matador ,12570442,0.224000007,0.879999995,0.666999996
The Negotiator ,44484065,0.606250003,0.594749995,0.761249989
The Number 23 ,35063732,0.440666656,0.278333336,0.464333326
Down Terrace ,9609,0.61500001,0.268999994,0.411000013
Velvet Goldmine ,1043487,0.662999988,0.225999996,0.30399999
Hey Arnold! The Movie ,13684949,0.757999986,0.493000001,0.471499994
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",291709845,0.465749994,0.626999989,0.519249998
No Strings Attached ,70625986,0.498799986,0.349199998,0.459600002
Ocean's Thirteen ,117144465,0.674000005,0.336666663,0.535000016
Kill the Messenger ,2445646,0.275333335,0.777999987,0.643999994
The Other Woman ,83906114,0.684999992,0.63833334,0.507333328
The Expendables 3 ,39292022,0.479000002,0.49000001,0.423000008
High Heels and Low Lifes ,226792,0.602333332,0.467333337,0.542000001
All the King's Men ,7221458,0.676999986,0.689999998,0.89200002
Get Him to the Greek ,60923325,0.74000001,0.593999982,0.666999996
Copycat ,32051917,0.449000001,0.579999983,0.442999989
The Hours ,41597830,0.510499999,0.341499999,0.413499996
Liar Liar ,181395380,0.041999999,0.606000006,0.338999987
Princess Kaiulani ,883887,0.88499999,0.556999981,0.620000005
Home Run ,2859955,0.684399998,0.506400001,0.4912
The Believer ,406035,0.748400009,0.436999995,0.660399997
Shutter ,25926543,0.191,0.379999995,0.481999993
Falcon Rising ,8691,0.657999992,0.591666659,0.706333319
Star Trek V: The Final Frontier ,55210049,0.521700001,0.448500003,0.548299998
The Fourth Kind ,25464480,0.805000007,0.289999997,0.507999996
Scream 2 ,101334374,0.216499999,0.881999999,0.526999995
G.I. Joe: Retaliation ,122512052,0.133500002,0.811999977,0.543000013
Star Wars: Episode V - The Empire Strikes Back ,290158751,0.531363638,0.605000008,0.603181817
Hot Tub Time Machine 2 ,12282677,0.561285717,0.391428571,0.537285728
Saw 3D: The Final Chapter ,45670855,0.447124999,0.414375002,0.529124998
My Name Is Bruce ,173066,0.600666662,0.368666669,0.513000002
The Amityville Horror ,64255243,0.088000001,0.851000011,0.423500001
Music and Lyrics ,50562555,0.746600008,0.425400004,0.50999999
Our Kind of Traitor ,3108216,0.510250002,0.532749999,0.507249996
Planet of the Apes ,180011740,0.656666656,0.370333334,0.608666668
The Big Lebowski ,17439163,0.801999986,0.588,0.811999977
Wayne's World ,121697350,0.529999986,0.502999991,0.522499993
Me and Orson Welles ,1186957,0.968999982,0.441000015,0.730000019
Battle Los Angeles ,83552429,0.622500002,0.548750009,0.703749985
The Legend of Tarzan ,124051759,0.837000012,0.518999994,0.75
The Omega Code ,12610552,0.517999997,0.329666674,0.561333338
The Matrix Revolutions ,139259759,0.483999997,0.640000001,0.735499978
Get Smart ,130313314,0.823000014,0.600499988,0.794999987
The Spanish Prisoner ,10200000,0.091500003,0.665499985,0.399499997
Batman v Superman: Dawn of Justice ,330249062,0.806500003,0.509500001,0.677000001
Enter the Void ,336467,0.421500005,0.316500001,0.314999998
The Nut Job ,64238770,0.550999999,0.367000004,0.419333339
Seventh Son ,17176900,0.645999998,0.305000007,0.407999992
The Pursuit of Happyness ,162586036,0.643000007,0.453000009,0.616999984
The Lion King ,422783777,0.604499996,0.703500003,0.787
Tadpole ,2882062,0.349999994,0.433999985,0.217999995
Charlotte's Web ,82506325,0.583000004,0.411000013,0.518999994
The Fighter ,93571803,0.637000024,0.75999999,0.898000002
Modern Times ,163245,0.682500005,0.373499994,0.601666679
40 Days and 40 Nights ,37939782,0.663333317,0.358333329,0.42233334
Signs ,227965690,0.620000005,0.481000006,0.397000015
The Edge ,27779888,0.459000006,0.431999996,0.419
Police Academy ,81200000,0.581,0.621499985,0.81099999
Ghost ,217631306,0.262499988,0.759499997,0.386500001
Brother ,447750,0.844000012,0.333499998,0.57100001
The Dictator ,59617068,0.269333328,0.52033333,0.718999982
The Ides of March ,40962534,0.531000018,0.200000003,0.48300001
Dragonball: Evolution ,9353573,0.781000018,0.657000005,0.853999972
Bubble Boy ,5002310,0.654500008,0.412749991,0.41375
City by the Sea ,22433915,0.840000004,0.442000002,0.548500001
Dear Frankie ,1340891,0.879999995,0.433999985,0.629000008
Varsity Blues ,52885587,0.608333339,0.316999992,0.416000009
Far from Heaven ,15854988,0.848666668,0.369999995,0.665000021
The Avengers ,623279547,0.184333339,0.870666663,0.64866668
New York Stories ,10763469,0.770000001,0.472666671,0.624666671
Pirates of the Caribbean: At World's End ,309404152,0.343333329,0.493333335,0.482333337
Top Five ,25277561,0.63499999,0.310500003,0.426000014
The Wedding Planner ,60400856,0.752499998,0.558250003,0.619000003
The Cold Light of Day ,3749061,0.581875005,0.404374998,0.492624998
Girl with a Pearl Earring ,11634362,0.725999996,0.465750001,0.525500007
The Brothers Solomon ,900926,0.844000012,0.333499998,0.57100001
The Banger Sisters ,30306281,0.647,0.432000011,0.549999982
The Young Unknowns ,58163,0.584499985,0.484999985,0.370499998
The Final Destination ,66466372,0.510875002,0.424875,0.563499998
Hackers ,7564000,0.270999998,0.754999995,0.74000001
Fame ,22452209,0.887000024,0.752499998,0.835500002
The Namesake ,13569248,0.418000013,0.326999992,0.404000014
Duplicity ,40559930,0.469000002,0.518000007,0.497666677
The Lincoln Lawyer ,57981889,0.521000028,0.569000006,0.783999979
April Fool's Day ,12947763,0.274249993,0.568999991,0.2905
Just Go with It ,103028109,0.50999999,0.441000015,0.444000006
Driving Miss Daisy ,106593296,0.516499996,0.491000012,0.419
Keeping the Faith ,37036404,0.772000003,0.311000001,0.652399993
Mission: Impossible - Ghost Protocol ,209364921,0.298499994,0.631166667,0.52366667
Gone in Sixty Seconds ,101643008,0.492000004,0.226666664,0.290999999
The Specials ,12996,0.830249995,0.502500005,0.797499999
Freddy Got Fingered ,14249005,0.32100001,0.263999999,0.291000009
Two Brothers ,18947630,0.736000001,0.289,0.515333345
Assault on Precinct 13 ,19976073,0.357666671,0.534333328,0.498333345
The Muppet Movie ,76657000,0.757999986,0.493000001,0.471499994
The Dukes of Hazzard ,80270227,0.666999996,0.439999998,0.66900003
Brokedown Palace ,10114315,0.878000021,0.50999999,0.80400002
The Runaways ,3571735,0.270999998,0.769999981,0.40200001
88 Minutes ,16930884,0.582000017,0.279000014,0.356000006
Dallas Buyers Club ,27296514,0.660666664,0.555666645,0.544333339
Deuce Bigalow: Male Gigolo ,65535067,0.496999999,0.525333325,0.549333334
Groove ,1114943,0.551999986,0.448000014,0.361000001
Wild ,37877959,0.312000006,0.921999991,0.75
In the Company of Men ,2856622,0.906000018,0.425000012,0.797999978
The Exorcist ,204565000,0.218999997,0.906000018,0.716000021
Return to Me ,32662299,0.601999998,0.412,0.463
Catch a Fire ,4291965,0.397250004,0.740000002,0.658499986
Gory Gory Hallelujah ,11798,0.454999991,0.71450001,0.556000009
American Psycho ,15047419,0.039000001,0.921999991,0.560000002
Time to Choose ,29233,0.635666668,0.389333328,0.592166682
Kissing Jessica Stein ,7022940,0.967000008,0.813000023,0.629999995
RED ,90356857,0.28899999,0.427499995,0.397
School Daze ,14545844,0.473000005,0.579250015,0.469750002
Loaded Weapon 1 ,27979400,0.219499996,0.628499985,0.679499984
The Object of My Affection ,29106737,0.604124997,0.495625004,0.606749997
Easy Virtue ,2656324,0.880500019,0.318499997,0.600000009
The Best Offer ,85433,0.673333347,0.565666676,0.575000008
Thirteen Days ,34566746,0.588999987,0.326999992,0.359999999
xXx: State of the Union ,26082914,0.748666644,0.424666658,0.761666656
Nanny McPhee Returns ,28995450,0.608500004,0.391000003,0.495499998
Ted 2 ,81257500,0.712000012,0.453000009,0.335999995
Broken Vessels ,13493,0.276000004,0.449000001,0.4155
Keeping Up with the Steins ,4328294,0.652999997,0.288000003,0.63499999
Lady in the Water ,42272747,0.76033332,0.298,0.469333331
Barbershop ,75074950,0.597000003,0.441000015,0.381999999
Urban Legends: Final Cut ,21468807,0.499636366,0.433636363,0.546363635
Contact ,100853835,0.718999982,0.423999995,0.526000023
The Loss of Sexual Innocence ,399793,0.603833331,0.523333326,0.409499998
Middle of Nowhere ,78030,0.458000004,0.157000005,0.300000012
Thunder and the House of Magic ,4091,0.62316667,0.574500002,0.587166677
The Lost Boys ,32222567,0.422500014,0.527499989,0.296499997
Fled ,17100000,0.224000007,0.638999999,0.321999997
Mad Max 2: The Road Warrior ,9003011,0.422800002,0.67840001,0.506400007
American Wedding ,104354205,0.75,0.588,0.536000013
Child's Play ,33244684,0.871999999,0.637666672,0.411333332
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,144431,0.825833331,0.5305,0.689000001
Friends with Money ,13367101,0.899000004,0.48224999,0.655750006
Skin Trade ,162,0.588333329,0.498666674,0.596666664
Van Wilder: Party Liaison ,21005329,0.622000001,0.471999995,0.433499999
Hollow Man ,73209340,0.559250012,0.496250004,0.579750009
Whatever Works ,5306447,0.734750003,0.543749996,0.681999996
I Love You Phillip Morris ,2035566,0.948199999,0.526199996,0.648599994
Jurassic World ,652177271,0.529999986,0.502999991,0.522499993
Alex Cross ,25863915,0.476000011,0.386666675,0.509333342
The Yards ,882710,0.467999995,0.175999999,0.349000007
The Salon ,92362,0.531000018,0.296000004,0.463
Formula 51 ,5204007,0.521000028,0.449999988,0.584999979
Guardians of the Galaxy ,333130696,0.703000009,0.628499985,0.769499987
Save the Last Dance ,91038276,0.798666666,0.557166663,0.608499994
Victor Frankenstein ,5773519,0.801999986,0.587000012,0.796000004
Inside Man ,88504640,0.634800005,0.522799999,0.663800007
Breakin' All the Rules ,11827301,0.371999986,0.496499985,0.501499996
Indiana Jones and the Kingdom of the Crystal Skull ,317011114,0.551999994,0.456000008,0.63925001
Ace Ventura: Pet Detective ,72217000,0.649714287,0.522857134,0.569142857
5 Days of War ,17149,0.370499991,0.580500007,0.557999998
The Bourne Supremacy ,176049130,0.79400003,0.70599997,0.943000019
The Hobbit: The Desolation of Smaug ,258355354,0.218666668,0.429999997,0.324333335
Jackass 3D ,117224271,0.187999994,0.691999972,0.279000014
P.S. I Love You ,53680848,0.948199999,0.526199996,0.648599994
My Dog Skip ,34099640,0.472333332,0.684666673,0.479999999
Lonesome Jim ,154077,0.280999988,0.213,0.335999995
Rachel Getting Married ,12796277,0.770000021,0.642999987,0.647333324
Bride of Chucky ,32368960,0.839999974,0.708000004,0.578999996
Rendition ,9664316,0.416999996,0.360000014,0.398000002
Swing Vote ,16284360,0.613750011,0.530499995,0.552500002
The Saint ,61355436,0.794999997,0.274000004,0.653333346
Insomnia ,67263182,0.197999999,0.611000001,0.372999996
Men in Black 3 ,179020854,0.292999998,0.409499988,0.397999987
The Children of Huang Shi ,1027749,0.568499997,0.345499992,0.283500001
Batman Returns ,162831698,0.601999998,0.412,0.463
Sex with Strangers ,247740,0.566499993,0.694000006,0.502999991
Road Hard ,105943,0.512999997,0.535000004,0.565250002
Lucky You ,5755286,0.959999979,0.610000014,0.792999983
The Postman ,17593391,0.643000007,0.481999993,0.455000013
This Is Where I Leave You ,34290142,0.269000001,0.428499997,0.332999989
Cirque du Freak: The Vampire's Assistant ,13838130,0.453714286,0.649857138,0.516285722
The Conjuring ,137387272,0.304499999,0.666000009,0.669499993
The Adventures of Ford Fairlane ,21413502,0.8,0.739599997,0.686199993
Things to Do in Denver When You're Dead ,529766,0.290750001,0.443749994,0.344000004
The Village ,114195633,0.696999997,0.377000004,0.422499999
Critical Care ,141853,0.417888887,0.553777781,0.510444442
Adam ,2277396,0.344000012,0.528999984,0.574999988
Baby Boy ,28734552,0.74150002,0.3785,0.450000003
Wing Commander ,11576087,0.569749996,0.577750001,0.79225
Here on Earth ,10494147,0.6875,0.271499991,0.566000015
Orphan ,41573740,0.0975,0.409000009,0.184
Beverly Hills Cop III ,42610000,0.471000001,0.561499983,0.677000016
Men in Black ,250147615,0.292999998,0.409499988,0.397999987
The Brothers Grimm ,37899638,0.844000012,0.333499998,0.57100001
Southpaw ,52418902,0.541999996,0.388999999,0.404000014
Get Hard ,90353764,0.48633333,0.627333323,0.675999999
Dracula: Pages from a Virgin's Diary ,39659,0.65049999,0.433333337,0.444499994
The Express ,9589875,0.768333336,0.66566666,0.699000001
The Toxic Avenger Part II ,792966,0.273555554,0.657666663,0.492222226
The Iron Lady ,29959436,0.567000002,0.455750011,0.601500005
Man of the Year ,37442180,0.620666673,0.426166669,0.575166672
The Way Way Back ,21501098,0.535333335,0.395999998,0.393666665
Tin Cup ,53854588,0.524666677,0.382333338,0.283333336
Home for the Holidays ,17518220,0.8074,0.367800009,0.515200007
Gremlins 2: The New Batch ,41482207,0.675250001,0.447250001,0.511250004
Shanghai Surprise ,2315683,0.803333332,0.755333334,0.625499994
Bedtime Stories ,109993847,0.662999988,0.359999999,0.538499996
The Descendants ,82624961,0.419750001,0.482000001,0.417750001
The Best Little Whorehouse in Texas ,69700000,0.292499997,0.545000002,0.337500006
The Last Godfather ,163591,0.749000013,0.492500007,0.627000004
The Twilight Saga: New Moon ,296623634,0.717399991,0.405200002,0.59000001
AVP: Alien vs. Predator ,80281096,0.317599997,0.565599996,0.562400007
Mona Lisa Smile ,63695760,0.932000011,0.603249997,0.596499994
Black Swan ,106952327,0.455666671,0.34799999,0.384333322
Death to Smoochy ,8355815,0.051999999,0.745500028,0.576999992
The Innkeepers ,77501,0.578000009,0.224000007,0.472000003
The Eye ,31397498,0.697666665,0.348,0.511000007
My Week with Marilyn ,14597405,0.565999985,0.259499997,0.365500003
Basic Instinct 2 ,5851188,0.713500008,0.397499993,0.555500008
A Passage to India ,26400000,0.42899999,0.31400001,0.370000005
Funny Games ,1294640,0.849666675,0.677000006,0.516666661
Sex Tape ,38543473,0.666999996,0.60800001,0.479000002
Brave ,237282182,0.837000012,0.75,0.916999996
Renaissance ,63260,0.771000028,0.670000017,0.76700002
The Island of Dr. Moreau ,27663982,0.745000005,0.347000003,0.432000011
Avengers: Age of Ultron ,458991599,0.243833336,0.576333332,0.494000008
Some Like It Hot ,25000000,0.698600006,0.492599994,0.524599999
Welcome to Mooseport ,14469428,0.909999986,0.555666665,0.666666647
Harry Potter and the Sorcerer's Stone ,317557891,0.372600001,0.487600005,0.488
Guess Who ,67962333,0.639999986,0.463,0.442000002
The Lost World: Jurassic Park ,229074524,0.570399994,0.496199995,0.423399997
Dinner Rush ,110000,0.542333335,0.673999995,0.484666665
Hobo with a Shotgun ,703002,0.261500008,0.65549998,0.48300001
Mambo Italiano ,6239558,0.808000028,0.621999979,0.444999993
How to Deal ,14108518,0.680999994,0.501666655,0.540333321
Rush Hour 3 ,140080850,0.456249997,0.578249998,0.475499995
The Last Airbender ,131564731,0.80400002,0.535000026,0.745000005
Meet Dave ,11802056,0.754999995,0.539499998,0.596499979
Dante's Peak ,67155742,0.588499993,0.524499997,0.643999994
Burn After Reading ,60338891,0.426400006,0.522399992,0.4588
Safe Haven ,71346930,0.791000009,0.28549999,0.652999997
Bullets Over Broadway ,13383737,0.407999992,0.79400003,0.634000003
The Nativity Story ,37617947,0.679333329,0.388333331,0.695666651
Triple 9 ,12626905,0.584999979,0.38499999,0.481000006
Shadow Conspiracy ,2154540,0.213499993,0.564999998,0.405000009
Scream 4 ,38176892,0.216499999,0.881999999,0.526999995
